GH_Repo_Name,Remote_URL,Branch_Checked_Out,Latest_Commit_SHA,Date_Most_Recent_Change,Absolute_Path,Other_Available_Branches,Unpushed_Commits,Uncommitted_Changes,Untracked_Files,Stashed_Changes,Local_Only_Branches,Last_Commit_Date,Number_of_Commits,Last_Push_Date,Is_Fork,Is_Nested_Repo,Duplicate_Indicator
"udw-platform","https://github.nwie.net/Nationwide/udw-platform.git","main","c02199b","2025-04-29T18:01:49-04:00","/c/devl/2025/new-app-setup/udw-platform","N/A","0","NO","NO","NO","N/A","2025-04-29T18:01:49-04:00","16","2025-04-29T18:01:49-04:00","NO","NO","PENDING"
"nf-technology-accelerators","https://github.nwie.net/Nationwide/nf-technology-accelerators.git","main","8015506","2025-10-15T10:16:30-05:00","/c/devl/2025/nf-technology-accelerators","N/A","0","NO","NO","NO","N/A","2025-10-15T10:16:30-05:00","109","2025-10-15T10:16:30-05:00","NO","NO","PENDING"
"nw-epd-liquibase-snowflake-pdx","https://github.nwie.net/Nationwide/nw-epd-liquibase-snowflake-pdx.git","pab-11076-checksum-fix","92431de","2024-11-13T15:10:00-05:00","/c/devl/2025/nw-epd-liquibase-snowflake-pdx","  main","0","YES","NO","NO","  main","2024-11-13T15:10:00-05:00","151","2024-11-13T15:10:00-05:00","NO","NO","PENDING"
"openssl","https://github.com/openssl/openssl.git","master","b2b638a0cc","2025-10-27T13:26:00+11:00","/c/devl/2025/openssl","N/A","232","NO","NO","NO","N/A","2025-10-27T13:26:00+11:00","38291","2025-10-27T13:26:00+11:00","NO","NO","PENDING"
"pab-eau","https://github.nwie.net/Nationwide/pab-eau.git","main","17ab619","2025-07-28T21:43:16-04:00","/c/devl/2025/pab-eau","N/A","0","NO","NO","NO","N/A","2025-07-28T21:43:16-04:00","1","2025-07-28T21:43:16-04:00","NO","NO","PENDING"
"partner-data-experience-oas","https://github.nwie.net/Nationwide/partner-data-experience-oas.git","master","d246a37","2024-07-03T17:00:28-04:00","/c/devl/2025/partner-data-experience-oas","N/A","0","NO","NO","NO","N/A","2024-07-03T17:00:28-04:00","1403","2024-07-03T17:00:28-04:00","NO","NO","PENDING"
"partner-data-update-api","https://github.nwie.net/Nationwide/partner-data-update-api.git","main","6c2ee2e","2025-01-10T14:11:50-05:00","/c/devl/2025/partner-data-update-api","N/A","0","YES","NO","NO","N/A","2025-01-10T14:11:50-05:00","67","2025-01-10T14:11:50-05:00","NO","NO","PENDING"
"Partner-Experience-UI","https://github.nwie.net/Nationwide/Partner-Experience-UI.git","HEAD","39e2fbb0","2025-12-16T15:41:48-05:00","/c/devl/2025/Partner-Experience-UI","  PAB-10213-activate-linter;  PAB-10213-linter-activation;  PAB-10213-linter-code-screen;  PAB-14100-trace-tag-version-release;  PAB-14236-from-main;  PAB-14236-maintain-copyright-year;  PAB-14236-maintain-valid-copyright-year;  PAB-14236-standardize-gha-template-prettier;  PAB-9999-test-package-protection;  main","5","NO","NO","YES","  PAB-10213-activate-linter;  PAB-10213-linter-activation;  PAB-10213-linter-code-screen;  PAB-14100-trace-tag-version-release;  PAB-14236-from-main;  PAB-14236-maintain-copyright-year;  PAB-14236-maintain-valid-copyright-year;  PAB-14236-standardize-gha-template-prettier;  PAB-9999-test-package-protection;  main","2025-12-16T15:41:48-05:00","4112","2025-12-16T15:41:48-05:00","NO","NO","PENDING"
"partner-landing-page","https://github.nwie.net/Nationwide/partner-landing-page.git","main","d3718cd","2025-03-19T13:08:06-04:00","/c/devl/2025/partner-landing-page","N/A","0","NO","NO","NO","N/A","2025-03-19T13:08:06-04:00","1499","2025-03-19T13:08:06-04:00","NO","NO","PENDING"
"partner-onboarding","https://github.nwie.net/Nationwide/partner-onboarding.git","PAB-14027-github-copilot","f8d66df7","2025-11-07T16:15:36-05:00","/c/devl/2025/partner-onboarding","  PAB-13984_Quick-Links-2;  PAB-14027-ReplaceGetMappings;  cicd;  feature/UXE2;  harness-nextgen-migration;  main;  prod;  prod_dup","3572","NO","NO","YES","  PAB-13984_Quick-Links-2;  PAB-14027-ReplaceGetMappings;  cicd;  feature/UXE2;  harness-nextgen-migration;  main;  prod;  prod_dup","2025-11-07T16:15:36-05:00","4004","2025-11-07T16:15:36-05:00","NO","NO","PENDING"
"pdx-dpim-integration","https://github.nwie.net/Nationwide/pdx-dpim-integration.git","PAB-12613-CI-Template-Update","7928799","2025-08-25T21:47:17-04:00","/c/devl/2025/pdx-dpim-integration","  main;  pab-11593-preprod-trigger;  prod","0","YES","NO","NO","  main;  pab-11593-preprod-trigger;  prod","2025-08-25T21:47:17-04:00","419","2025-08-25T21:47:17-04:00","NO","NO","PENDING"
"pdx-ui","https://github.nwie.net/Nationwide/pdx-ui.git","main","1be3dc6","2025-05-27T08:58:08-04:00","/c/devl/2025/pdx-ui","N/A","0","YES","YES","NO","N/A","2025-05-27T08:58:08-04:00","1","2025-05-27T08:58:08-04:00","NO","NO","PENDING"
"pdx_kiro_poc","https://github.nwie.net/Nationwide/pdx_kiro_poc.git","main","cc737b56","2025-11-05T11:54:17-05:00","/c/devl/2025/pdx_kiro_poc","N/A","0","NO","NO","NO","N/A","2025-11-05T11:54:17-05:00","3517","2025-11-05T11:54:17-05:00","NO","NO","PENDING"
"auto-mojo","https://github.nwie.net/ulrye2/auto-mojo.git","main","46e40f4","2025-11-08T19:32:46-05:00","/c/devl/2025/ulrye2/auto-mojo","N/A","0","YES","YES","NO","N/A","2025-11-08T19:32:46-05:00","1","2025-11-08T19:32:46-05:00","NO","NO","PENDING"
"auto-mojo","https://github.nwie.net/ulrye2/auto-mojo.git","main","f994805","2025-11-09T22:56:16-05:00","/c/devl/2026/auto-mojo","N/A","0","NO","NO","NO","N/A","2025-11-09T22:56:16-05:00","22","2025-11-09T22:56:16-05:00","NO","NO","PENDING"
"Build_The_Builder","https://github.nwie.net/ulrye2/Build_The_Builder.git","main","a539ce8","2025-11-10T10:36:07-05:00","/c/devl/2026/Build_The_Builder","N/A","0","NO","NO","NO","N/A","2025-11-10T10:36:07-05:00","48","2025-11-10T10:36:07-05:00","NO","NO","PENDING"
"campbell_george_documentation","https://github.nwie.net/ulrye2/campbell_george_documentation.git","master","7ae3108","2024-06-26T10:54:29-04:00","/c/devl/2026/campbell_george_documentation","N/A","0","NO","NO","NO","N/A","2024-06-26T10:54:29-04:00","746","2024-06-26T10:54:29-04:00","NO","NO","PENDING"
"eua3auth_nwie-herroj2","https://github.com/NationwidePersonal/eua3auth_nwie-herroj2.git","main","6e7eff7","2026-02-18T16:46:20-05:00","/c/devl/2026/eua3auth_nwie-herroj2","N/A","0","NO","NO","NO","N/A","2026-02-18T16:46:20-05:00","2","2026-02-18T16:46:20-05:00","NO","NO","PENDING"
"gh-migration-utilities","https://github.nwie.net/Nationwide/gh-migration-utilities.git","development","964cf1d","2026-03-09T17:15:42-04:00","/c/devl/2026/ghec/gh-migration-utilities","N/A","0","NO","NO","NO","N/A","2026-03-09T17:15:42-04:00","755","2026-03-09T17:15:42-04:00","NO","NO","PENDING"
"SoD-Central-Service-GHEC","https://github.com/Nationwide/SoD-Central-Service-GHEC.git","main","8a454d3","2026-02-24T20:08:57-05:00","/c/devl/2026/ghec/SoD-Central-Service-GHEC","N/A","0","NO","NO","NO","N/A","2026-02-24T20:08:57-05:00","494","2026-02-24T20:08:57-05:00","NO","NO","PENDING"
"feature-flags","https://github.nwie.net/Nationwide/feature-flags.git","main","1c7d35f","2025-04-04T08:58:05-04:00","/c/devl/2026/launch-darkly/feature-flags","N/A","0","NO","NO","NO","N/A","2025-04-04T08:58:05-04:00","13","2025-04-04T08:58:05-04:00","NO","NO","PENDING"
"talkin-ship-workshop-app","https://github.com/launchdarkly-labs/talkin-ship-workshop-app.git","main","a8ca80b","2023-09-01T02:36:02-07:00","/c/devl/2026/launch-darkly/ld-org/talkin-ship-workshop-app","N/A","0","NO","NO","NO","N/A","2023-09-01T02:36:02-07:00","134","2023-09-01T02:36:02-07:00","NO","NO","PENDING"
"talkin-ship-workshop-app","https://github.com/kevincloud/talkin-ship-workshop-app.git","main","869c731","2024-01-12T13:20:10-05:00","/c/devl/2026/launch-darkly/talkin-ship-workshop-app","N/A","0","NO","NO","NO","N/A","2024-01-12T13:20:10-05:00","135","2024-01-12T13:20:10-05:00","NO","NO","PENDING"
"meetscribe","https://github.com/pretyflaco/meetscribe.git","main","494c53a","2026-03-14T03:11:49+03:00","/c/devl/2026/meetscribe","N/A","0","NO","NO","NO","N/A","2026-03-14T03:11:49+03:00","9","2026-03-14T03:11:49+03:00","NO","NO","PENDING"
"pab-gha-action","https://github.nwie.net/ulrye2/pab-gha-action.git","retag-image","8ee6df8","2025-09-28T21:46:08-04:00","/c/devl/2026/pab-gha-action","  main","0","NO","NO","NO","  main","2025-09-28T21:46:08-04:00","4","2025-09-28T21:46:08-04:00","NO","NO","PENDING"
"pab-gha-java","https://github.nwie.net/ulrye2/pab-gha-java.git","main","57f4704","2025-07-28T19:39:07-04:00","/c/devl/2026/pab-gha-java","N/A","0","NO","NO","NO","N/A","2025-07-28T19:39:07-04:00","1","2025-07-28T19:39:07-04:00","NO","NO","PENDING"
"pab-gha-org-noactions","https://github.nwie.net/ulrye2/pab-gha-org-noactions.git","main","2c2f2ce","2025-07-28T19:15:49-04:00","/c/devl/2026/pab-gha-org-noactions","N/A","0","NO","NO","NO","N/A","2025-07-28T19:15:49-04:00","1","2025-07-28T19:15:49-04:00","NO","NO","PENDING"
"partner-account-linking-api","https://github.nwie.net/Nationwide/partner-account-linking-api.git","PAB-14672-resolve-build-failures-upon-merge","9cb5f75","2026-02-16T16:52:47-05:00","/c/devl/2026/partner-account-linking-api","  main","0","YES","YES","NO","  main","2026-02-16T16:52:47-05:00","93","2026-02-16T16:52:47-05:00","NO","NO","PENDING"
"partner-account-linking-api","https://github.nwie.net/Nationwide/partner-account-linking-api.git","PAB-14672_java-21-upgrade_from17","5ba4627","2026-02-13T15:14:29-05:00","/c/devl/2026/partner-account-linking-api/java-upgrade_partner-account-linking-api","  Governance-Fixes;  PAB-12345-missing-image-metadata;  main","12","YES","YES","YES","  Governance-Fixes;  PAB-12345-missing-image-metadata;  main","2026-02-13T15:14:29-05:00","93","2026-02-13T15:14:29-05:00","NO","YES","PENDING"
"partner-data-experience-v3","https://github.nwie.net/Nationwide/partner-data-experience-v3.git","main","425c487","2026-03-06T15:15:28-05:00","/c/devl/2026/partner-data-experience-v3","  PAB-14818-pipeline-notifications;  PAB-14819_PAB-14796-pipeline-updates","0","YES","YES","NO","  PAB-14818-pipeline-notifications;  PAB-14819_PAB-14796-pipeline-updates","2026-03-06T15:15:28-05:00","256","2026-03-06T15:15:28-05:00","NO","NO","PENDING"
"partner-data-update-api","https://github.nwie.net/Nationwide/partner-data-update-api.git","PAB-14673-revert-ntr-repo-change","97a85da","2026-02-16T16:55:28-05:00","/c/devl/2026/partner-data-update-api","  main","0","YES","YES","NO","  main","2026-02-16T16:55:28-05:00","88","2026-02-16T16:55:28-05:00","NO","NO","PENDING"
"partner-data-update-api","https://github.nwie.net/Nationwide/partner-data-update-api.git","PAB-14672_java-21-upgrade_from17","dbc673d","2026-02-13T13:34:51-05:00","/c/devl/2026/partner-data-update-api/java-upgrade_partner-data-update-api","  PAB-14673-missing-image-metadata;  main","0","NO","NO","NO","  PAB-14673-missing-image-metadata;  main","2026-02-13T13:34:51-05:00","80","2026-02-13T13:34:51-05:00","NO","YES","PENDING"
"Partner-Experience-UI","https://github.com/Nationwide/Partner-Experience-UI.git","PAB-15264-revert-0fe5312f","2679706d","2026-06-08T17:45:51-04:00","/c/devl/2026/Partner-Experience-UI","  PAB-14332-unit-test-coverage;  PAB-14361-main2;  PAB-14486-ff-post-release-v2.2.2;  PAB-15264-notify-via-teams-webhook;  main","12","YES","YES","YES","  PAB-14332-unit-test-coverage;  PAB-14361-main2;  PAB-14486-ff-post-release-v2.2.2;  PAB-15264-notify-via-teams-webhook;  main","2026-06-08T17:45:51-04:00","4595","2026-06-08T17:45:51-04:00","NO","NO","PENDING"
"partner-onboarding","https://github.nwie.net/Nationwide/partner-onboarding.git","main","dc3295e6","2026-02-05T14:48:50-05:00","/c/devl/2026/partner-onboarding","N/A","32","YES","YES","NO","N/A","2026-02-05T14:48:50-05:00","4333","2026-02-05T14:48:50-05:00","NO","NO","PENDING"
"pdx-dpim-integration","https://github.nwie.net/Nationwide/pdx-dpim-integration.git","PAB-15015-harness-step-contrast_v30.2.1","b70b9ef","2026-04-11T21:54:13-04:00","/c/devl/2026/pdx-dpim-integration","  main","0","YES","YES","NO","  main","2026-04-11T21:54:13-04:00","462","2026-04-11T21:54:13-04:00","NO","NO","PENDING"
"APIs","https://github.com/Nationwide/APIs.git","master","030a404","2026-03-10T13:55:45-04:00","/c/devl/2026/sb-java/APIs","N/A","0","NO","NO","NO","N/A","2026-03-10T13:55:45-04:00","99","2026-03-10T13:55:45-04:00","NO","NO","PENDING"
"security-tooling-demo","https://github.com/Nationwide/security-tooling-demo.git","main","34c8320","2026-03-11T10:11:21-04:00","/c/devl/2026/sb-java/security-tooling-demo","N/A","0","NO","NO","NO","N/A","2026-03-11T10:11:21-04:00","108","2026-03-11T10:11:21-04:00","NO","NO","PENDING"
"technology-innovation","https://github.nwie.net/ulrye2/technology-innovation.git","main","cb8983c","2025-08-04T09:45:00-04:00","/c/devl/2026/technology-innovation","N/A","0","NO","NO","NO","N/A","2025-08-04T09:45:00-04:00","124","2025-08-04T09:45:00-04:00","NO","NO","PENDING"
"ues","https://github.nwie.net/ulrye2/ues.git","main","28f5c01","2024-07-01T07:42:20-04:00","/c/devl/2026/ues","N/A","0","NO","NO","NO","N/A","2024-07-01T07:42:20-04:00","28","2024-07-01T07:42:20-04:00","NO","NO","PENDING"
"vscode-docs","https://github.com/microsoft/vscode-docs.git","main","bf3432a77","2025-12-20T02:29:58+08:00","/c/devl/2026/vscode-ext/vscode-docs","N/A","0","NO","NO","NO","N/A","2025-12-20T02:29:58+08:00","19784","2025-12-20T02:29:58+08:00","NO","NO","PENDING"
"AI-Bot-for-Retrospective-Insights","https://github.com/hoantran1107/AI-Bot-for-Retrospective-Insights.git","main","99d6066","2025-10-30T21:07:32+07:00","/c/devl/26_ai/AI-Bot-for-Retrospective-Insights","N/A","0","YES","YES","NO","N/A","2025-10-30T21:07:32+07:00","4","2025-10-30T21:07:32+07:00","NO","NO","PENDING"
"ai-code-review","https://github.com/Nationwide/ai-code-review.git","main","8ef88b1","2026-04-21T14:04:38-04:00","/c/devl/26_ai/ai-code-review","N/A","0","NO","NO","NO","N/A","2026-04-21T14:04:38-04:00","208","2026-04-21T14:04:38-04:00","NO","NO","PENDING"
"ai-workspace","https://github.com/harsh25jai/ai-workspace.git","main","bfa4316","2026-04-09T23:07:56+05:30","/c/devl/26_ai/ai-workspace","N/A","0","NO","NO","NO","N/A","2026-04-09T23:07:56+05:30","27","2026-04-09T23:07:56+05:30","NO","NO","PENDING"
"AI-Tooling","https://github.com/Nationwide/AI-Tooling/","main","cf57f1c","2026-03-19T15:10:01-04:00","/c/devl/26_ai/btb/30March26_AI-Tooling/AI-Tooling","N/A","0","NO","NO","NO","N/A","2026-03-19T15:10:01-04:00","20","2026-03-19T15:10:01-04:00","NO","NO","PENDING"
"Advanced-AI-Tooling","https://github.com/Nationwide/Advanced-AI-Tooling.git","main","7bc7127","2026-04-07T11:25:11-04:00","/c/devl/26_ai/btb/Advanced-AI-Tooling","N/A","0","YES","YES","NO","N/A","2026-04-07T11:25:11-04:00","13","2026-04-07T11:25:11-04:00","NO","NO","PENDING"
"gap","https://github.nwie.net/ulrye2/gap.git","main","7710eca","2025-08-27T02:23:57-04:00","/c/devl/26_ai/current_wiki_combo/gap","N/A","0","NO","NO","NO","N/A","2025-08-27T02:23:57-04:00","15","2025-08-27T02:23:57-04:00","NO","NO","PENDING"
"gap.wiki","https://github.nwie.net/ulrye2/gap.wiki.git","master","b65269d","2025-12-18T13:18:30-05:00","/c/devl/26_ai/current_wiki_combo/gap.wiki","N/A","0","YES","NO","NO","N/A","2025-12-18T13:18:30-05:00","69","2025-12-18T13:18:30-05:00","NO","NO","PENDING"
"grocers","https://github.com/Nationwide/grocers.git","main","a1db887","2024-08-14T13:52:15-04:00","/c/devl/26_ai/current_wiki_combo/grocers","N/A","0","NO","NO","NO","N/A","2024-08-14T13:52:15-04:00","42","2024-08-14T13:52:15-04:00","NO","NO","PENDING"
"grocers.wiki","https://github.com/Nationwide/grocers.wiki.git","master","a9499f5","2026-02-24T16:05:21-05:00","/c/devl/26_ai/current_wiki_combo/grocers.wiki","N/A","0","NO","NO","NO","N/A","2026-02-24T16:05:21-05:00","835","2026-02-24T16:05:21-05:00","NO","NO","PENDING"
"pab","https://github.nwie.net/Nationwide/pab.git","main","a50e605","2026-01-23T12:59:11-05:00","/c/devl/26_ai/current_wiki_combo/pab","N/A","0","NO","NO","NO","N/A","2026-01-23T12:59:11-05:00","64","2026-01-23T12:59:11-05:00","NO","NO","PENDING"
"pab.wiki","https://github.nwie.net/Nationwide/pab.wiki.git","master","a7e4373","2026-02-02T11:00:18-05:00","/c/devl/26_ai/current_wiki_combo/pab.wiki","N/A","0","NO","NO","NO","N/A","2026-02-02T11:00:18-05:00","69","2026-02-02T11:00:18-05:00","NO","NO","PENDING"
"gen-ai-tech-wiki-bot","https://github.com/Nationwide/gen-ai-tech-wiki-bot.git","main","2926feb","2026-04-13T10:11:38-04:00","/c/devl/26_ai/gen-ai-tech-wiki-bot","N/A","0","NO","NO","NO","N/A","2026-04-13T10:11:38-04:00","340","2026-04-13T10:11:38-04:00","NO","NO","PENDING"
"getspecstory","https://github.com/specstoryai/getspecstory.git","dev","49a3aab","2026-03-19T10:59:51-04:00","/c/devl/26_ai/getspecstory","N/A","0","NO","NO","NO","N/A","2026-03-19T10:59:51-04:00","385","2026-03-19T10:59:51-04:00","NO","NO","PENDING"
"gitingest-extension","https://github.com/coderamp-labs/gitingest-extension.git","renovate/configure","d80b5f2","2025-08-06T07:36:13Z","/c/devl/26_ai/gitingest-extension","  main","0","NO","NO","NO","  main","2025-08-06T07:36:13Z","30","2025-08-06T07:36:13Z","NO","NO","PENDING"
"harness-schema","https://github.com/harness/harness-schema.git","main","79982e84","2026-04-07T05:01:30Z","/c/devl/26_ai/harness/harness-schema","N/A","0","NO","NO","NO","N/A","2026-04-07T05:01:30Z","931","2026-04-07T05:01:30Z","NO","NO","PENDING"
"book-of-kiro","https://github.com/kiro-community/book-of-kiro.git","main","f566772","2026-03-31T18:36:08+08:00","/c/devl/26_ai/kiro/book-of-kiro","N/A","0","NO","NO","NO","N/A","2026-03-31T18:36:08+08:00","196","2026-03-31T18:36:08+08:00","NO","NO","PENDING"
"kiro-best-practices","https://github.com/awsdataarchitect/kiro-best-practices.git","main","f12c112","2025-08-08T15:14:23-04:00","/c/devl/26_ai/kiro/kiro-best-practices","N/A","0","NO","NO","NO","N/A","2025-08-08T15:14:23-04:00","2","2025-08-08T15:14:23-04:00","NO","NO","PENDING"
"kiro-hackathon-template","https://github.com/cryptostan101/kiro-hackathon-template.git","master","3048cc2","2026-01-03T14:15:35-06:00","/c/devl/26_ai/kiro/kiro-hackathon-template","N/A","0","NO","NO","NO","N/A","2026-01-03T14:15:35-06:00","3","2026-01-03T14:15:35-06:00","NO","NO","PENDING"
"kiro-steering-docs","https://github.com/mikeartee/kiro-steering-docs.git","main","b9a8150","2026-03-19T15:23:30+13:00","/c/devl/26_ai/kiro/kiro-steering-docs","N/A","0","NO","NO","NO","N/A","2026-03-19T15:23:30+13:00","59","2026-03-19T15:23:30+13:00","NO","NO","PENDING"
"ML_LLM_useful-ai-prompts","https://github.com/robyscar/ML_LLM_useful-ai-prompts.git","main","3f5182c","2026-03-04T02:20:58-06:00","/c/devl/26_ai/ML_LLM_useful-ai-prompts","N/A","0","NO","NO","NO","N/A","2026-03-04T02:20:58-06:00","344","2026-03-04T02:20:58-06:00","NO","NO","PENDING"
"pab-everyday_ai","https://github.com/Nationwide/pab-everyday_ai.git","main","2738b8d","2026-04-14T21:41:36-04:00","/c/devl/26_ai/pab-everyday_ai","N/A","0","YES","YES","NO","N/A","2026-04-14T21:41:36-04:00","1","2026-04-14T21:41:36-04:00","NO","NO","PENDING"
"pab-harness","https://github.com/Nationwide/pab-harness.git","PAB-15016-consolidate-tag-label-batch-scripts","daf8379","2026-04-12T15:58:12-04:00","/c/devl/26_ai/pab-harness","  main","0","YES","YES","NO","  main","2026-04-12T15:58:12-04:00","14","2026-04-12T15:58:12-04:00","NO","NO","PENDING"
"pab-team","https://github.com/Nationwide/pab-team.git","PAB-15017_PAB-15072-org-Partners-and-Beyond.wiki","8a155b3","2026-04-22T10:21:41-04:00","/c/devl/26_ai/pab-team","  main","0","YES","YES","NO","  main","2026-04-22T10:21:41-04:00","14","2026-04-22T10:21:41-04:00","NO","NO","PENDING"
"prompt-memory-extension","https://github.com/sankeerthchelley/prompt-memory-extension","main","222f505","2026-02-11T23:33:27+05:30","/c/devl/26_ai/prompt-memory-extension","N/A","0","NO","NO","NO","N/A","2026-02-11T23:33:27+05:30","17","2026-02-11T23:33:27+05:30","NO","NO","PENDING"
"retro-agent","https://github.com/artemsanisimow-ux/retro-agent.git","main","c665b90","2026-04-08T16:24:34+02:00","/c/devl/26_ai/retro-agent","N/A","0","NO","NO","NO","N/A","2026-04-08T16:24:34+02:00","1","2026-04-08T16:24:34+02:00","NO","NO","PENDING"
"retro-folio","https://github.com/harionloop/retro-folio.git","main","c19ca5b","2025-08-30T17:47:07+05:30","/c/devl/26_ai/retro-folio","N/A","0","NO","NO","NO","N/A","2025-08-30T17:47:07+05:30","4","2025-08-30T17:47:07+05:30","NO","NO","PENDING"
"Sprint-Retrospective-Analysis","https://github.com/heathriel/Sprint-Retrospective-Analysis.git","main","5260d69","2026-03-22T16:24:01-07:00","/c/devl/26_ai/Sprint-Retrospective-Analysis","N/A","0","NO","NO","NO","N/A","2026-03-22T16:24:01-07:00","20","2026-03-22T16:24:01-07:00","NO","NO","PENDING"
"ssd-artifacts","https://github.com/Nationwide/ssd-artifacts.git","main","78146b6","2026-04-15T09:03:57-04:00","/c/devl/26_ai/ssd-artifacts","N/A","0","NO","NO","NO","N/A","2026-04-15T09:03:57-04:00","34","2026-04-15T09:03:57-04:00","NO","NO","PENDING"
"vscode-mcp-auth-sample","https://github.com/shiftrightlabs/vscode-mcp-auth-sample.git","main","4f51071","2025-10-22T10:15:36+08:00","/c/devl/26_ai/vscode-mcp-auth-sample","N/A","0","NO","NO","NO","N/A","2025-10-22T10:15:36+08:00","18","2025-10-22T10:15:36+08:00","NO","NO","PENDING"
"gap","https://github.nwie.net/ulrye2/gap.git","main","7710eca","2025-08-27T02:23:57-04:00","/c/devl/26_ai/wiki_combo/gap","N/A","0","NO","NO","NO","N/A","2025-08-27T02:23:57-04:00","15","2025-08-27T02:23:57-04:00","NO","NO","PENDING"
"gap.wiki","https://github.nwie.net/ulrye2/gap.wiki.git","master","b65269d","2025-12-18T13:18:30-05:00","/c/devl/26_ai/wiki_combo/gap.wiki","N/A","0","YES","YES","NO","N/A","2025-12-18T13:18:30-05:00","69","2025-12-18T13:18:30-05:00","NO","NO","PENDING"
"grocers","https://github.com/Nationwide/grocers.git","main","a1db887","2024-08-14T13:52:15-04:00","/c/devl/26_ai/wiki_combo/grocers","N/A","0","NO","NO","NO","N/A","2024-08-14T13:52:15-04:00","42","2024-08-14T13:52:15-04:00","NO","NO","PENDING"
"grocers.wiki","https://github.com/Nationwide/grocers.wiki.git","master","a9499f5","2026-02-24T16:05:21-05:00","/c/devl/26_ai/wiki_combo/grocers.wiki","N/A","0","YES","YES","NO","N/A","2026-02-24T16:05:21-05:00","835","2026-02-24T16:05:21-05:00","NO","NO","PENDING"
"pab","https://github.nwie.net/Nationwide/pab.git","main","a50e605","2026-01-23T12:59:11-05:00","/c/devl/26_ai/wiki_combo/pab","N/A","0","NO","NO","NO","N/A","2026-01-23T12:59:11-05:00","64","2026-01-23T12:59:11-05:00","NO","NO","PENDING"
"pab.wiki","https://github.nwie.net/Nationwide/pab.wiki.git","master","a7e4373","2026-02-02T11:00:18-05:00","/c/devl/26_ai/wiki_combo/pab.wiki","N/A","0","YES","YES","NO","N/A","2026-02-02T11:00:18-05:00","69","2026-02-02T11:00:18-05:00","NO","NO","PENDING"
"ulrye2_4nw","https://github.com/coder4cbus/ulrye2_4nw.git","master","763e927","2024-07-15T20:14:42-04:00","/c/devl/coder4cbus","N/A","0","YES","YES","NO","N/A","2024-07-15T20:14:42-04:00","1","2024-07-15T20:14:42-04:00","NO","NO","PENDING"
"ffmpeg","https://git.ffmpeg.org/ffmpeg.git","master","36ec9217e6","2025-03-21T14:00:38-04:00","/c/devl/coder4cbus/2025/ffmpeg","N/A","0","NO","NO","NO","N/A","2025-03-21T14:00:38-04:00","119661","2025-03-21T14:00:38-04:00","NO","YES","PENDING"
"ffmpeg","https://git.ffmpeg.org/ffmpeg.git","master","7321e4b950","2025-08-17T23:50:09+02:00","/c/devl/coder4cbus/gh-repos/ffmpeg","N/A","0","NO","NO","NO","N/A","2025-08-17T23:50:09+02:00","121001","2025-08-17T23:50:09+02:00","NO","YES","PENDING"
"pab-team","https://github.com/Nationwide/pab-team.git","main","d8d130e","2026-04-23T15:03:36-04:00","/c/devl/deleteME/pab-team","N/A","0","NO","NO","NO","N/A","2026-04-23T15:03:36-04:00","20","2026-04-23T15:03:36-04:00","NO","NO","PENDING"
"pab-team.wiki","https://github.com/Nationwide/pab-team.wiki.git","master","2cc7b26","2026-05-05T12:24:21-04:00","/c/devl/deleteME/pab-team.wiki","  PAB-15146-wip-wiki","0","YES","YES","NO","  PAB-15146-wip-wiki","2026-05-05T12:24:21-04:00","33","2026-05-05T12:24:21-04:00","NO","NO","PENDING"
"partner-data-update-api","https://github.com/Nationwide/partner-data-update-api.git","harness-nextgen-migration","5c9a03a","2025-10-23T11:26:20-04:00","/c/devl/deleteME/partner-data-update-api","  main","0","NO","NO","NO","  main","2025-10-23T11:26:20-04:00","57","2025-10-23T11:26:20-04:00","NO","NO","PENDING"
"pdx-batch-logging","https://github.com/Nationwide/pdx-batch-logging.git","PAB-15244_PAB-15243-cicd-boostr-setup","85df565","2026-05-22T09:00:01-04:00","/c/devl/deleteME/pdx-batch-logging","  main","0","NO","NO","NO","  main","2026-05-22T09:00:01-04:00","6","2026-05-22T09:00:01-04:00","NO","NO","PENDING"
"pab-team","https://github.com/Nationwide/pab-team.git","wiki_main","22cc27d","2026-05-01T13:45:06-04:00","/c/devl/final_wiki/pab-team","  main","0","YES","YES","NO","  main","2026-05-01T13:45:06-04:00","61","2026-05-01T13:45:06-04:00","NO","NO","PENDING"
"Partner-Experience-UI.wiki","https://github.com/Nationwide/Partner-Experience-UI.wiki.git","master","3531b9d","2022-05-25T15:35:59-04:00","/c/devl/final_wiki/pab-team/missed-locations/Partner-Experience-UI.wiki","N/A","0","NO","NO","NO","N/A","2022-05-25T15:35:59-04:00","32","2022-05-25T15:35:59-04:00","NO","YES","PENDING"
"partner-onboarding.wiki","https://github.com/Nationwide/partner-onboarding.wiki.git","master","1f1a6a2","2023-03-16T08:31:33-04:00","/c/devl/final_wiki/pab-team/missed-locations/partner-onboarding.wiki","N/A","0","NO","NO","NO","N/A","2023-03-16T08:31:33-04:00","11","2023-03-16T08:31:33-04:00","NO","YES","PENDING"
"pab-team.wiki","https://github.com/Nationwide/pab-team.wiki.git","master","69f547a","2026-05-11T14:39:10-04:00","/c/devl/final_wiki/pab-team.wiki","N/A","12","YES","YES","YES","N/A","2026-05-11T14:39:10-04:00","43","2026-05-11T14:39:10-04:00","NO","NO","PENDING"
